"title","task_title","note"
"Restaurants","Murray's Cheese Bar - American/bar/wine","Bleaker street "
"Restaurants","Antica Bottega del Vino - Italian","Resturant by Central Park. At 59th and Fifth"
"Restaurants","Caffe Linda - Italian","49th and Lex"
"Restaurants","Lecafe - Coffee (Capp)","14th Street"
"Restaurants","Ocopa. Peruvian restaurant","Pisco. Like a tequila "
"Restaurants","Wonderbar",""
"Restaurants","Naians kitchen","Calgary Alberta "
"Restaurants","Una (pizza in Calgary)","618 17 Ave SW, Calgary\nNO RESERVATIONS"
"Restaurants","Gray Dog in Chelsea, etc.","Good breakfasts and lunches and stuff."
"Restaurants","Westville","In Chelsea, West, East"
"Restaurants","El Puerto,  spring Valley Mexican ","Recommend by Gabe "
"Restaurants","Z_Restaurants","Z_Restaurants\n- Cenote grill Mexican in San Marcos \n- Khyber pass afghani food Hillcrest \n- Catania like \n- El zarape normal Heights lobster burrito don't go for the sit down version \n- Puesto lunch place \n- Prep kitchen \n- Whisk and ladel\n- Urban solace Northpark \n- Herringbone La jolla\n- Carlsbad - Green Dragon \n- Tweety thai\n- Terra \n  Mimosas steak and eggs \n- Restaurant Felipe pizza grotto beef ribs \n- Shinbashi Del Mar restaurant \n  Kitamura San \n- Gladstone Santa Monica restaurant \n- Mexican \n  Oscars fish taco, mariscos food truck,  Tellico,  Romescos mex high end,  tacos El Gordo,  Aqui es El Texaco lamb only,  comun, \n- Beer restaurants\n  Waypoint, North Park San Diego\n- sausage and meat\n- salt and cleaver - low light\n- soda and swine\n- \n\nShared by Tasks - http://goo.gl/BR0Kq"
"Restaurants","Thai food","13223-2 Black Mountain Road, San Diego, CA 92129\n(at Twin Trails Dr) in Rancho Penasquitos\nSAB e lee"
"Restaurants","Rye","Rye\n\nhttp://maps.apple.com/?lsp=9902&auid=7600861891674557560&sll=38.934618,-94.628171&q=Rye&hnear=10551%20Mission%20Rd%2C%20Leawood%2C%20KS%20%2066206-2522%2C%20United%20States"
"Restaurants","Ace Mercado 627-2353 121 Clarence open Sunday",""
"Restaurants ","Taylor Shellfish","Great Oysters and salad for a quick but nice meal"
"Restaurants","Osteria La Madia",""
"Restaurants","Nica Tratorria","212-472-5040"
"Restaurants","Jean Claude","French\n2nd between 70th and 71st"
"Restaurants","Sfoglia","92nd and Lex"
"Restaurants","Chomp Chomp","7 Cornelia St. (212-929-2888)\n"
"Restaurants","Fig Tree","http://www.thefigtreehoboken.com/"
"Restaurants","Nama in Notting Hill (Raw)","http://namafoods.com/raw-food-menu/"
"Restaurants","Wild Food cafe (Vegan Raw)","http://wildfoodcafe.com"
"Restaurants","Rawtopia (Salt Lake City) from Teal Swan video","http://www.omarsrawtopia.com/contact-us/\n\n"
"Restaurants","Balmes-rosselló","Balmes 129\nRecomanat telva"
"Restaurants","Tayyabs","Whitechapel"
"Restaurants","Needo's Grill","Whitechapel"
"Restaurants","Mirch Masala","Whitechapel"
"Restaurants","Lahore Kebab House","Streatham"
"Restaurants","Trishna","Marylebone\n"
"Restaurants","Pearl Liang","Paddington"
"Restaurants","Wellington Arms","Baughurst"
"Restaurants","Franco Manca","Brixton\nPizza"
"Restaurants","Pitt Cue Co","Newburgh St W1"
"Restaurants","Revival","Southern cuisine"
"Restaurants","Sushi tango","Happy hour"
"Restaurants","Hola Arepa","Brunch..chilaquaes"
"Restaurants","Velle Deli","Korean BBQ..lunch place in skyway."
"Restaurants","South House","southern food\nlimited vegetarian"
"Restaurants","Primola","Great upper east Italian restaurant"
"Restaurants","Urban space - Broadway bytes","Across Manhattan mall"
"Restaurants","Roman nose","Don't know if it has repeat value"
"Restaurants ","Righteous Foods-3405 W. 7th St.-8178509996","M-F: 7AM-9PM\nSAT: 9AM-9PM\nSUN:  CLOSED"
"Restaurants","Chicago Rooftop lounges","\nCindy's - Chicago athletic association \nCeleste\nDrumbar \nStreeter Social - Loews hotel\nCerise - Virgin hotel"
"Restaurants","Chicago","\nMondo Meatball, 1467 N. Milwaukee Ave. \n\nhttp://m.chicago.eater.com/archives/2014/08/07/the-eater-chicago-heatmap-where-to-eat-right-now-19.php#\n\nNico Osteria\n-rush, Gold Coast \nKnife & Tine\n-Fullerton\nOsteria Langhe\n-2824 Armitage\n\nCafe con leche"
"Restaurants","Blackwood","2150 chestnut St. San Francisco "
"Restaurants","Bills Place","San Francisco "
"Restaurants","Burger","Santa Cruz"
"Restaurants","Shang Hing (Chino Antiano)","Adres: Maasstraat 220\n2515 AG Den Haag\nTHE Netherlands\n\nTelf: +31 70 3851041"
"Restaurants","Paper panes ontbijt en lunch",""
"Restaurants","Montaditos (50, 63, 96, 100)",""
"Restaurants","Restaurant tips","Restaurant tips\n\nUtrecht: Broadway Oude gracht = lekkerste spareribs.\n   De leverancier levert aan 4 rest.die allemaal goed bekend staan - vincent vd  \n   Broek/pvvliet\n\nBog - Rotterdam (vk 2015 Marc Van Dinther:\n           9 voor het eten. 50europp 4 gangen)"
"Restaurants","Coeur dalene",""
"Restaurants","Taqueria el nopal","3 rue Eugène varlin \nMetro 2 Château-Landon\n0786396346"
"Restaurants","L'éclair de génie","14 rue pavée 75004 paris\nMétro \n1 saint Paul\n7 Pont Marie\n8 Chemin Vert\n\n0142778511"
"Restaurants","Le petit Cambodge","20 rue alibert \nMetro 11 Goncourt \n0142458088"
"Restaurants","Bob's kitchen veggie stew","64 rue des gravillons \nMetro 11/3 métiers/Rambuteau \n0952551166"
"Restaurants","Urfa durum","58 rue du faubourg Saint-Denis\nMetro 4 Château d'Eau \n0148241284"
"Restaurants","L'as du fallafel","34 rue des rosiers 75004 Paris\nMetro 1 saint Paul\n0148876360"
"Restaurants","Higuma","3 restaurants\n27 blvd des italiens Metro 3 opéra/4septembre\n32 bis rue saint Anne Metro 14/7 pyramides\n163 rue saint honoré Metro 1/7 Palais Royal Louvre "
"Restaurants","Earl's Sandwiches ","Clarendon "
"Restaurants","The General Store, Silver Spring, MD ","Chicken and waffles, turkey turnovers  "
"Restaurants","Papa pasticceria Bondi","Hall street off bondi pavilion "
"Restaurants","Haab's Ypsi",""
"Restaurants","space needle restaurant","With folks"
"Restaurants","Dim sum","Happyhappyjoyjoy??"
"Restaurants","Old Place Restaurant","Drive in fun car"
"Restaurants","Pizza express","I think I have vouchers! "
"Restaurants","Barrel house","Throwback Thursday's - old school classics \nFarm to fork Sundays "
"Restaurants","Milchbar","Wein mit Blume\nJeden Monat\n\n"
"Restaurants","Engine No 9","We waited for like 45 minutes but it worked out because we cuddled on the bench together. In public. Because we do that now. And then we devoured awesome burgers."
"Restaurants","Le Nomos, 15 rue André del Sarte, 18ème","0695847597"
"Restaurants ","Señor Frogs Times Square NY\n260 W 42nd St\nTheater District\nNew York, NY 10036\n(702) 541-0165\n\nhttp://www.yelp.com/biz/se%C3%B1or-frogs-times-square-ny-new-york-3?utm_source=ashare&ref=yelp-android","Señor Frogs Times Square NY\n260 W 42nd St\nTheater District\nNew York, NY 10036\n(702) 541-0165\n\nhttp://www.yelp.com/biz/se%C3%B1or-frogs-times-square-ny-new-york-3?utm_source=ashare&ref=yelp-android"
"Restaurants ","Taco Mix\n234 E 116th St\nEast Harlem\nNew York, NY 10029\n(212) 289-2963\n\nhttp://www.yelp.com/biz/taco-mix-new-york?utm_source=ashare&ref=yelp-android","Taco Mix\n234 E 116th St\nEast Harlem\nNew York, NY 10029\n(212) 289-2963\n\nhttp://www.yelp.com/biz/taco-mix-new-york?utm_source=ashare&ref=yelp-android"
"Restaurants","Restaurant essenCiel muntstuk 23 3000 Leuven","Www.essenciel.be"
"Restaurants","Fette sau","Williamsburg\nBBQ/soul"
"Restaurants","Bea","Reserve in the back room"
"Restaurants","Irie","Aww haha I'd love to go here"
"Restaurants","Roux (Cajun Brunch - Fremont)","New Orleans-style food\n"
"Restaurants","Cafe Besalu (French Bakery - Ballard)","French Bakery in Ballard"
"Restaurants","Walrus & the Carpenter","\n"
"Restaurants","Burgerfi","West Roxbury and Comm Ave"
"Restaurants","Holeman and Fitch",""
"Restaurants","Nomadas","Tapas\n"
"Restaurants","Restaurante La Capilla Mojacar"," Las Alparatas - 04638 MOJACAR (Almeria) - Tel. +34 950 479 305\nhttp://www.restaurantelacapilla.es/dondeestamos.html"
"Restaurants","Ice cream parlour one end of Mojacar playa","lots of selection, flavours and fruit"
"Restaurants","Pasteleria/tea parlour Mojacar","Nice coffee\nfree little cake\nnice looking fruit tarts"
"Restaurants","Asador Sierra Enmedio","Roast meats\nLas Norias\n"
"Restaurants","Bouzu","Ronda Sant Antoni 26 Barcelona 08001\n93 443 32 26\nhttp://www.bouzu.es/\nTapas Japonesas - (pizza japonesa)\nPrecio medio persona: 20€"
"Restaurants","Blossom du jour","81st & Columbus "
"Restaurants","Not again",""
"Restaurants","Sweet Virginia","Bismarckstrasse 10, 20259 Hamburg"
"Restaurants","Gaucho Parilla (Strip District, Argentinian Sandwiches, Eric)",""
"Restaurants","Kapnos taverna","4000 Wilson Blvd\nArlington, VA 22203\n703-243-4400"
"Restaurants","Post Office","http://www.theinfatuation.com/new-york/reviews/post-office"
"Restaurants","Read the Book of Life","http://www.thebookoflife.org/"
"Restaurants","Buttonwood Grill","Lahaska, PA\n8/16/15 Barbara & Rich Patterson"
"Restaurants","Rick's","Lambertville, NJ\n8/7/15. Linda Brewster"
"Restaurants","Hamilton's Grill","Lambertville, NJ\nDianne & Gino"
"Restaurants","Lambertville Station","Lambertville NJ\n5/29/15.  Betsy & Jerry Zipkin"
"Restaurants","National Hotel","8/15/15 Dianne & Gino"
"Restaurants","Francisco's On The River","Washington Crossing, PA\n8/8/15. Linda Brewster"
"Restaurants","Under The Moon","Bordentown, NJ\n7/12/15. Sylvia & Dave Jacobs"
"Restaurants","Il Melograno","Doylestown PA\n5/28/15.  Maureen & Steve Chadwick"
"Restaurants","Pizza -Standard","Standard\nTemplinerstrasse 7\n10119 Berlin Prenzlauer Berg"
"Restaurants","Chinesisch - Dan's Dim Sum","https://www.facebook.com/dansdimsumberlin"
"Restaurants","Scandinavisch - dót tir","http://www.dottirberlin.com/\n"
"Restaurants","Mittel+Südamerikanische - Neta","https://m.facebook.com/www.neta.de?_rdr"
"Restaurants","Amsterdam Weekend Guide >> September 4, 5 & 6 >>","http://www.yourlittleblackbook.me/amsterdam-weekend-guide-september-4-5-6/"
"Restaurants","Quality meats","Steak\n58th and 6 age"
"Restaurants","Sake bar hagiography","152!w 49tg \nBtw 7th ave and ave of America "
"Restaurants","Totto ramen","366 w 52nd st\nBtw 9th ave and 8th"
"Restaurants","SEKEND SUN","32-11 Broadway\nAstoria,  NY  11106"
"Restaurants","Pure Thai cookhouse","766 9th ave\nBtw 51 and 52"
"Restaurants","Fuku","Lunch\nChicken sandwich"
"Restaurants","Fika","Espresso"
"Restaurants","Shuko","47 East 12th Street (between University and Broadway)\nNew York, NY 10003"
"Restaurants","Lady M","One Plaza hotel"
"Restaurants","District Kitchen and Cocktails","5900 W Slaughter \nSte D500 Austin , TX 78749\nCircle C Ranch"
"Restaurants","Tako","214 Sixth St., Downtown"
"Restaurants","ROOSEVELT PRIME STEAKHOUSE","http://www.rooseveltsteakhouse.com/contactus.htm"
"Restaurants","ROOSEVELT PRIME STEAKHOUSE","http://www.rooseveltsteakhouse.com/food.htm"
"Restaurants","Goga","Run by chef Brad Turley and named after the Golden Gate bridge, this small eatery features a great patio and Pacific Rim fare. Think light, American West Coast offerings with Japanese and Thai influences. It's the type of chef-run eatery that's actually got the name chef in the kitchen at all times. \nhttp://www.cityweekend.com.cn/shanghai/restaurants/american/goga/"
"Restaurants","CHAR","This upscale steakhouse offers dry-aged, Australian cuts in a sleek, contemporary setting with great views of the Pudong skyline. All the details are cared for, and you'll have your choice of both steak knives and sea salts to complement your meal. Ask for the prized corner table if you're celebrati \nhttp://www.cityweekend.com.cn/shanghai/restaurants/steakhouses/char/"
"Restaurants","Siete recetas de postres sin horno","¿A quién no le gusta el chocolate, la tarta de queso o el café? No hay quien se niegue a un postre después de la comida y menos cuando se trata de recetas tradicionales pero con un giro muy innovador. Cocinar sin horno tiene muchas ventajas, comenzando porque no existe riesgo de que se queme o quede crudo el bizcocho de una tarta, o porque sus ingredientes al mezclarse y meterse en el refrigerador quedan tan consistentes que pueden ser disfrutados en minutos. \nhttp://www.elcorreo.com/bizkaia/planes/gastronomia/201508/14/siete-recetas-postres-horno-20150806173321.html"
"Restaurants","Pearlz oyster bar charlotte","1531 central avenue "
"Restaurants","스페인 클럽(가로수길)","02-795-1118"
"Restaurants","스페인 클럽(가로수길)","신사역 1번출구 쪽, 커피빈 근처 국민연금공단\n신구초등학교 공영주차장"
"Restaurants","Loving Hut - Addison - Addison, TX","http://m.yelp.com/biz/loving-hut-addison\n\nLoving Hut | Addison | Vegan Cuisine | Menu\nhttp://lovinghut.us/addison_01/menu.html"
"Restaurants","Dino’s Subs - Arlington, TX","http://m.yelp.com/biz/dinos-subs-arlington-2"
"Restaurants","Rodeo Goat - Dallas, TX","http://m.yelp.com/biz/rodeo-goat-dallas"
"Restaurants","Noodle Nexus - Downtown - Dallas, TX","http://m.yelp.com/biz/noodle-nexus-dallas"
"Restaurants","Milwaukee Area",""
"Restaurants","CN, Shanghai, Spicy Moments",""
"Restaurants ","Yumm Bowl ","Zac doesn't like... "
"Restaurants","Ice cream - 3 sisters, cardamom",""
"Restaurants","Crane Creek Hideaway","Downtown Melbourne on Henley"
"Restaurants","Russ & Daughter's Cafe","Bagel shop"
"Restaurants","Caracas arepas bar","93 1/2 E 7th st\n\nEast village"
"Restaurants","Jojo","Tried"
"Restaurants","Sukhumvit 51","Thai"
"Restaurants","Jubilee","1st/ 52nd"
"Restaurants","La Costanera","Gnocchi\nCeviche\nLobster paella\n\nPisco sour"
"Restaurants","Butterfly, The Embarcadero","Great Happy Hour!\n\nCalamari\nOyster shooters\nDuck spring roll"
"Restaurants","Sushi Bistro","Crouching Tiger, Hidden Dragon"
"Restaurants","Hakasan","Sea bass\nLobster \nChicken"
"Restaurants","Chesterfield Kriegers -  Has myrcenary","Don't get the fish sandwich!  Pollock bad! "
"Restaurants","Chesterfield Commons Village - Pie Five Pizza","17215 Chesterfield Airport Road\nOpened May 8\nhttp://www.piefivepizza.com/menu/"
"Restaurants","Brentwood / Chesterfield - PF Changs","Brentwood is better and usually not that busy on Friday nights \nSpinach and garlic is intense.  Maybe too intense.  Had that with the ahi tuna tar tar and Wonton soup for dinner.  Very good and enough.  Ahi is different. Not served on chips any more.  Now it is piled in the center with great chips around it.  Still no onion or cilantro. "
"Restaurants","Olive Garden","Reason for not going to the one by us:  screaming babies."
"Restaurants","The grove - Miss Leon's","3960 Chouteau Avenue; 314-652-0011 Bombers....\nTues.-Thurs. 4-10 p.m.; Fri.-Sat. 4 p.m.-1 a.m; Sun. 2-9 p.m. (Closed Mon.)"
"Restaurants","Clayton -Kirkwood - Creve Coeur (soon) - Crushed Red","Creve Coeur coming soon"
"Restaurants","Kirkwood- Hot Pot","11215 Manchester.  Cambridge building Corner of Geyer & Manchester"
"Restaurants","Valley Park/Kirkwood -  The Tavern Kitchen & Bar - 2961 Dougherty Ferry Rd. Suite 101","Expensive but they have Ahi Poke for 15 bucks on the menu 5/21/15"
"Restaurants","The post - good beer & food","Chicken bruschetta wrap - nothing special.\nJas- cheese steak - he liked it\n"
"Restaurants","Chesterfield - Spiros","Flaming cheese is phenomenal. So is the salad."
"Restaurants","The loop - The Good Pie","www.thegoodpiestl.com/"
"Restaurants","Long horn - mills","5/30/15 - had parmesan crusted chicken. Baked potato not loaded and green beans.  Very good. Try shrimp next time."
"Restaurants","Chesterfield - Addies Thai House","Spice level = 1\n"
"Restaurants","Overland - Chef Ma's Chinese Gourmet","2336 Woodson Drive, 314-395-8797\nin the old Taco Bell"
"Restaurants","Brentwood - Fort Taco - 8106 Manchester Road, Brentwood; 314-647-2391 - Drive Thru Only","Tacos don't have onion or Sour Cream\nEnchiladas has peas. :(\nMon.-Sat. 11 a.m.-8 p.m.\nSun. 11 a.m.-7 p.m."
"Restaurants","The Keefer Bar | Vancouver Bars | Vancouver, BC","http://www.thekeeferbar.com/\nLooking for great Vancouver bars? Look no further than The Keefer Bar in Vancouver, BC. It's the perfect place to unwind. Drop by or call today: 604-219-0703"
"Restaurants","Menu — Tuc","http://www.tuccraftkitchen.com/menu/"
"Restaurants","Enrique's Mexican Restsaurant","Nanny, Lois, Dorma Lee, Tony, Audrey"
"Restaurants","♥️ Bennihanna",""
"Restaurants","❤️ Cafe Piccalo",""
"Restaurants","The Reef","2015.06.16"
"Restaurants","Off Street Cafe","Poppy, Gigi, AJ, Audrey, Megan, RJ, Winston, Elliot, Leah, James, Gavin, Noah, Miles, Claire"
"Restaurants","Arzak - NR 17","https://www.arzak.info/"
"Restaurants","Mugaritz - NR 6","http://www.mugaritz.com/"
"Restaurants","Azurmendi - NR 19 - Close to Bilbao","Skum signup, inga datum valbara\nhttp://www.azurmendi.biz/gourmet-booking"
"Restaurants","Pan comido","Doctor flemming buenisimo!"
"Restaurants","El dinamic","Barcito por paralment pica pica sabrosito"
"Restaurants","Diners Dogs, and Distinction at Nighthawks","Nighthawks"
"Restaurants","Diners Dogs, and Distinction at Nighthawks","Can one of Minneapolis’s most cerebral, highbrow chefs pull off an old-fashioned American scratch diner? Nighthawks answers, with pancakes. \nhttp://mspmag.com/Eat-And-Drink/Articles/Restaurant-Reviews/Diners-Dogs,-and-Distinction-at-Nighthawks/"
"Restaurants","McKenzie's","Carmel\n"
"Restaurants","Black market",""
"Restaurants","Plat 99",""
"Restaurants","Union 50",""
"Restaurants ","Madras banyan tree glen Huntley  brunch","Every Sunday"
"Restaurants ","Kabul by nights","Oakleigh "
"Restaurants","Los Cuervos","Friday then sleep at yours?"
"Restaurants","Green Pea (Greenwich)","See 313 unbiased reviews of Green Pea, rated 5 of 5 on TripAdvisor and ranked #20 of 18,492 restaurants in London. \nhttp://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2311519-Reviews-Green_Pea-London_England.html#MAPVIEW"
"Restaurants","Barnyard (Fitzrovia)","Broccoli\n"
"Restaurants","Joe's Oriental Diner (London Fields)","Joe's Oriental Diner – a Scott Hallsworth Restaurant \nhttp://www.joesorientaldiner.com/"
"Restaurants","La Centrale","1st date"
"Restaurants","Cheesecakes","7ate9 Somerville\nLTK\nTatte"
"Restaurants","Lobster","Legal harbor side\nYankee lobster company\nRed lobster\nRoy Moore lobster (rockport)\nNeptune oysters (really good)\nRick archer\nReds of Maine (wiscassett)\nRoberts of Kittery Maine\nWood man (essex)\nThe blue marlin (Essex)\nVenencia (Dorchester)\nBelle isle (Winthrop)\nJames hook\nAlive and kicking (cambridge)"
"Restaurants","Burger","Website : bostonburgerblog.com\nTasty burger\nBurgerFi\nBoston burger company\nCasey's\nBukowski in cambridge (elk, rabbit, duck, yak, wild boar burger)\nWild Willis in Watertown\nFuddruckers on route 1\nMet bar\n5napkin\nShake shack\nAlden and Harlow (secret burger)\nSmash burger at union station\n\n"
"Restaurants","The paramount in beacon hill","Dinner"
"Restaurants","Fried ice cream","Noodle st on common ave\nPenang Chinatown\nAllston fish market\nSol Aztecs beacon st \nKenmore square\nBrown sugar cafe ** 1033 commonwealth ave (good Thai food too)\nAcapulcos needham\nho win palace\nHouse of Siam in stoneham\nOsaka Brookline\nYamato Brighton\n\n"
"Restaurants","Buttery back bay","Great brunch, egg Benedict\nMuffin"
"Restaurants","Furious Spoon - Wicker Park ","Furious Ramen"
"Restaurants","Ramen Takeya -West Loop","Paitan but ask for no onions"
"Restaurants","Strings Ramen - Lincoln Park ","Lobster Shio Ramen soup"
"Restaurants","Europa in Darmstadt","Steinofenpizza soll gut sein"
"Restaurants","Urban Kirchen","Barbecue Burger kann nix- viel zu trocken��\nCésar Salat��"
"Restaurants","Harouns","Harouns überraschungsteller = 3 fleischspieße rind, lammhack, Hühnchen + drehfleisch, Reis Salat tzaziki��"
"Restaurants","Shiso Burger",""
"Restaurants","Smiths of Smithfield","http://wrapyourlipsaroundthis.com/smiths-of-smithfield/"
"Restaurants","Vanilla Black","http://www.vanillablack.co.uk"
"Restaurants","Blacklock","http://thenudge.com/london-restaurants/blacklock/central-london/"
"Restaurants","Redhot chilly pepper",""
"Restaurants","#夏休み","http://www.yelp.co.uk/biz/la-chapelle-london-3\n\nhttp://www.yelp.co.uk/biz/bistrotheque-london-2"
"Restaurants","#そのほか","http://www.yelp.co.uk/biz/bocca-di-lupo-london\n\nhttp://www.yelp.co.uk/biz/arbutus-london\n\nhttp://www.yelp.co.uk/biz/ottolenghi-islington\n\nhttp://www.yelp.co.uk/biz/the-churchill-arms-london\n\nhttp://www.yelp.co.uk/biz/granger-and-co-london\n\nhttp://www.yelp.co.uk/biz/the-dock-kitchen-london\n\nイタリアン\nhttp://www.yelp.co.uk/biz/nuraghe-london\n\nステーキ\nhttp://www.yelp.co.uk/biz/le-relais-de-venise-l-entrec%C3%B4te-london-4\n\nフレンチ\nhttp://www.yelp.co.uk/biz/orrery-london"
"Restaurants","#French","Soho\nhttp://www.yelp.co.uk/biz/pierre-victoire-london\n\nhttp://www.yelp.co.uk/biz/brasserie-z%C3%A9del-london\n\nCovent Garden \nhttp://www.yelp.co.uk/biz/clos-maggiore-london-2\n\nHolborn \nhttp://www.yelp.co.uk/biz/savoir-faire-london\n\nLiverpool Street \nhttp://www.yelp.co.uk/biz/la-chapelle-london-3\n\nMarylebone \nhttp://www.yelp.co.uk/biz/galvin-bistrot-de-luxe-london\n\nkengsington\nhttp://www.yelp.co.uk/biz/le-cafe-anglais-london"
"Restaurants","Shakey's Pizza","Burbank"
"Restaurants","Queen Mary Sunday Brunch","Long beach"
"Restaurants","Kapistahan","LA"
"Restaurants","Park's finest",""
"Restaurants","Pho so","Van nuys"
"Restaurants","Food truck saturdays","Golden Valley"
"Restaurants","Tom Ham's Lighthouse -SD","Sunday Brunch"
"Restaurants","Menus for Sutra - Seattle - SinglePlatform","http://www.singlepage.com/sutra/menu"
"Restaurants","Mithas","Good tokri chat\nGood masala dosa\nPaneer butter less quantiy\nVeg thali not good"
"Restaurants","Panera","Good thai chicken salad\nCaesar chicken salad - ok ok\nFrontega chicken panini - very good"
"Restaurants","Chutney","Bad mix veg\nGood paneer tikka\nVery limited items"
"Restaurants","Taan thai  17E 31st St","Good red curry, coco soup, chicken fried rice."
"Restaurants","Pizza Pilgrims, Dean Street","http://pizzapilgrims.co.uk/pizzerias/dean-st-soho/ "
"Restaurants","Melbourne's top 10 Greek food spots 2015","http://www.goodfood.com.au/good-food/good-food-guide/melbournes-top-10-greek-food-spots-2015-20150827-gj3v6k.html"
"Restaurants","Satawdee","15th and South street\n"
"Restaurants","Xochitl","408 S 2nd St, Philadelphia, PA 19147"
"Restaurants","Bob and Barbara's Lounge","15th and South street"
"Restaurants","Cambridge","15th and South street\n"
"Restaurants","Murano","21st and Market"
"Restaurants","Sekund sun","Astoria"
"Restaurants","Seamstress","Upper east side"
"Restaurants","Letlove inn","Astoria"
"Restaurants","Cafe Gitane","Brunch spot in the Jane Hotel"
"Restaurants","Red Farm","Locally sourced Dim Sum. Good for brunch"
"Restaurants","Charcoal Mixology","———"
"Restaurants","Magazijn",""
"Restaurants","Alkaff Mansion (Romantic Italian)","http://alkaff.com.sg/"
"Restaurants","2am Dessert Bar","http://www.2amdessertbar.com/assets/menu/foodMenu.pdf"
"Restaurants","20 Spot - 20th Street, SFO","Crab salad\nChocolate pudding\nBread "
"Restaurants","Lanna Thai, Livermore","Pumpkin  curry w Red Rice \nShooters\nFries with tangy curry sauce \nPad Thai \nShrimp salad "
"Restaurants","Chalet Ticino in Foster City","Italian and Swiss "
"Restaurants","Atlanta","Manuel's \nThe Varsity"
"Restaurants","NYC","Mighty Quinn's BBQ\n75 Greenwich  "
"Restaurants","NOLA","Atchafayala\nCochon\nEmeril's"
"Restaurants","Denver","Glaze\n\nHigh Point Creamery \n\nBiker Jim's Dogs\n1601 Mayberry Dr\nHighlands Ranch, CO   \n\nBiju's Little Curry \n1441 26th St\nDenver"
"Restaurants","Santa Fe","Harry's Roadhouse Cafe (DDD-8/24/14)"
"Restaurants","Tampa","Daily Eats, Howard Street"
"Restaurants","Boulder","Pizzaria Locale"
"Restaurants","München","Weinbauers Metzgerei \nFlushing Medos\nPanther\nUpper Eat Side \nKochgarage"
"Restaurants ","Agora Mediterranean DuPont","$35 bottomless drink and brunch weekends 11-3:30"
"Restaurants ","Bollywood Bistro Fairfax","Lunch buffet 11:30-2:30\nWeekend $10"
"Restaurants ","Oki bowl 18th and M","Ramen"
"Restaurants ","ShopHouse conn and Q","Chipotle Asian \n"
"Restaurants","Fried Chicken",""
"Restaurants","New king","Pekingeend bestellen"
"Restaurants","Freres blancs","http://fr.m.wikipedia.org/wiki/Frères_Blanc"
"Restaurants","Colonel Fawcett","http://www.yelp.co.uk/biz/the-colonel-fawcett-london"
"Restaurants","Hush Brasserie","Lobster and steak night, 15£. St-Paul brasserie only. Only Monday and Tuesday"
"Restaurants","Golden Union Fish Bar","Oxford Circus\nhttp://goldenunion.co.uk/where.html"
"Restaurants","Chez Elles","http://www.chezellesbistroquet.co.uk/"
"Restaurants","Burger and Lobster","http://www.burgerandlobster.com/home/locations/london/threadneedle-street/"
"Restaurants","The Flat Iron","Restaurant de steaks vers Tottenham Court Road. \nhttps://www.facebook.com/FlatIronSteak \n"
"Restaurants","Walkie-talkie","Different restaurants"
"Restaurants","The Culpeper","Pub commercial Street. Good for brunches. \nhttp://www.theculpeper.com/"
"Restaurants","Ethnic Food Directory","http://www.indyethnicfood.com/ \n\nhttp://www.indyethnicfood.com/Index.cfm?Fuseaction=RST_FullList "
"Restaurants","Bluebeards","Fountain Square (per Rod@BN)"
"Restaurants","Saffron Cafe","http://saffroncafeindy.com/"
"Restaurants","Ethiopian place (Yared)","http://www.styaredcuisine.com/"
"Restaurants ","Hungriges Herz ","Fraunhoferstraße, 42\nItaliano\nwww.hungriges-herz.com"
"Restaurants","Minamishima",""
"Restaurants","O.my","Beaconsfield\nDegustation only everything grown on site"
"Restaurants","Kappo","Select own ingredients Japanese"
"Restaurants","Magic mountain saloon","Hot Thai \nSounds great but noisy"
"Restaurants","Transformer Fitzroy","Vego Fancy"
"Restaurants","Frank Restaurant","Frank Restaurant\n\nhttp://maps.apple.com/?ll=40.726810,-73.988632"
"Restaurants","Curras Grill ","Avocado Margaritas"
"Restaurants","Tortuga Flats - Round Rock","$2.99 Taco Tuesday's"
"Restaurants","La Colombe Coffee","Shaw"
"Restaurants","Hollywood - Otus Thai Kitchen & Coffee","Porridge\nIt's a Joke\n1253 N La Brea Ave\n323-969-8611"
"Restaurants","Brentwood - Takao","Where Niki use to work\nhttp://www.yelp.com/biz/takao-los-angeles"
"Restaurants","KTown - Bonjuk","Porridge \n3551 Wilshire blvd\n213-380-2248"
"Restaurants","KTown - Roy Choi's POT","No reservations. Busy after 7:00\n\nhttp://chowhound.chow.com/topics/970734?utm_campaign=53daa3dac65056d60f0019d8&utm_source=boomtrain&utm_medium=email&bt_alias=eyJ1c2VySWQiOiIxMjkwMDQ4In0%3D"
"Restaurants","Inglewood - Front Page Jamaican Food","Curry roasted fish must order 45 min ahead \nOxtail stew\nhttp://www.yelp.com/biz/front-page-jamaican-grille-inglewood"
"Restaurants","Alhambra - China Tasty","Hand pulled noodles. \nChina Tasty\n1308 East Valley Boulevard\nAlhambra, CA 91801\nPhone: 626-457-8483\n\nhttp://gastronomyblog.com/2015/07/16/china-tasty-alhambra/"
"Restaurants","West LA - Komodo Café","8809 W Pico Blvd\nPico-Robertson\nhttp://yelp.com/biz/J54yhzUre29ehT4FgXTJaA"
